timestamp,num_trades,num_portfolios,num_risk_factors,num_threads,pre_trade_checks,whatif_scenarios,optimize_iters,eod_computations,total_evals,backend,kernel_recording_sec,evals_per_sec,median_eval_sec,daily_time_sec,cost_per_hour,daily_cost_usd,annual_cost_usd
2026-02-03T14:11:12.654562,100,5,30,16,500,50,100,1,651,AADC Python,0.038192727995919995,1532.2101187998085,0.0006526520010083914,0.46306918065238273,3.06,0.00039360880355452537,0.0991894184957404
2026-02-03T14:11:12.654562,100,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,619.4579789391337,0.001614314503967762,1.050918742083013,32.77,0.00956627977168343,2.410702502464224
2026-02-03T14:11:12.654562,100,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1289.9547348771341,0.0007752210003673099,0.5046688712391187,32.77,0.004593888586251645,1.1576599237354146
2026-02-03T14:11:12.654562,100,5,30,16,500,50,100,1,651,C++ AADC,0.02917,85389.8,1.2e-05,0.03679386139796557,3.06,3.1274782188270736e-05,0.007881245111444226
2026-02-03T14:11:20.882988,500,5,30,16,500,50,100,1,651,AADC Python,0.03818149499420542,1741.7036093635227,0.0005741505010519177,0.4119534711790038,3.06,0.0003501604505021533,0.08824043352654264
2026-02-03T14:11:20.882988,500,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,745.3667070346769,0.0013416215006145649,0.8733955969000817,32.77,0.007950326030671022,2.0034821597290975
2026-02-03T14:11:20.882988,500,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1269.9283407355301,0.000787446006143,0.512627349999093,32.77,0.004666332849852854,1.1759158781629193
2026-02-03T14:11:20.882988,500,5,30,16,500,50,100,1,651,C++ AADC,0.019600000000000003,96218.6,1e-05,0.026365843610279098,3.06,2.2410967068737234e-05,0.005647563701321783
2026-02-03T14:11:30.194357,1000,5,30,16,500,50,100,1,651,AADC Python,0.03797086299164221,1519.2096533686322,0.0006582369969692081,0.46648314801859664,3.06,0.0003965106758158072,0.09992069030558341
2026-02-03T14:11:30.194357,1000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,805.6579700412419,0.0012412215073709376,0.8080352012984804,32.77,0.007355364874042001,1.8535519482585843
2026-02-03T14:11:30.194357,1000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1117.513855151067,0.0008948434915510006,0.5825431129997014,32.77,0.005302760503611171,1.3362956469100151
2026-02-03T14:11:30.194357,1000,5,30,16,500,50,100,1,651,C++ AADC,0.02587,89206.1,1.1e-05,0.03316770721957355,3.06,2.8192551136637522e-05,0.007104522886432656
2026-02-03T14:11:40.889798,2000,5,30,16,500,50,100,1,651,AADC Python,0.038623690998065285,1473.0653509240512,0.0006788565078750253,0.48055927762470674,3.06,0.00040847538598100074,0.10293579726721219
2026-02-03T14:11:40.889798,2000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,632.0585173281537,0.0015821319902897812,1.0299679256786476,32.77,0.009375569145691468,2.36264342471425
2026-02-03T14:11:40.889798,2000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1242.6250197020945,0.0008047480005188845,0.5238909483377938,32.77,0.004768862882508196,1.2017534463920654
2026-02-03T14:11:40.889798,2000,5,30,16,500,50,100,1,651,C++ AADC,0.02566,95102.2,1.1e-05,0.03250526751221318,3.06,2.7629477385381205e-05,0.006962628301116064
2026-02-03T14:11:56.095355,5000,5,30,16,500,50,100,1,651,AADC Python,0.038870477001182735,1538.3668923731343,0.0006500399904325604,0.4620465107727796,3.06,0.0003927395341568626,0.09897036260752937
2026-02-03T14:11:56.095355,5000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,734.4155147613059,0.0013616270080092363,0.8864191822140128,32.77,0.008068876833653668,2.0333569620807244
2026-02-03T14:11:56.095355,5000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1188.4692345395656,0.0008414184994762763,0.5477634431590559,32.77,0.004986168897867296,1.2565145622625586
2026-02-03T14:11:56.095355,5000,5,30,16,500,50,100,1,651,C++ AADC,0.0247,99462.9,1e-05,0.031245154022253523,3.06,2.6558380918915492e-05,0.006692711991566704
2026-02-03T14:12:17.774292,10000,5,30,16,500,50,100,1,651,AADC Python,0.03913332200318109,1416.9795326655808,0.0007057264956529252,0.4985612706732354,3.06,0.0004237770800722501,0.10679182417820703
2026-02-03T14:12:17.774292,10000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1318.8871243969145,0.000758214999223128,0.4935979644942563,32.77,0.0044931125823546615,1.1322643707533746
2026-02-03T14:12:17.774292,10000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1863.104677362348,0.0005367384947021492,0.3494167600510991,32.77,0.0031806631185762554,0.8015271058812163
2026-02-03T14:12:17.774292,10000,5,30,16,500,50,100,1,651,C++ AADC,0.02189,108495.2,8.999999999999999e-06,0.02789026544953141,3.06,2.37067256321017e-05,0.005974094859289628
2026-02-03T14:12:54.096819,20000,5,30,16,500,50,100,1,651,AADC Python,0.03894507299992256,1405.3519969535205,0.0007115655025700107,0.5021742151729995,3.06,0.0004268480828970496,0.10756571689005649
2026-02-03T14:12:54.096819,20000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1249.5072343055915,0.0008003154944162816,0.5210053868649993,32.77,0.00474259625765723,1.195134256929622
2026-02-03T14:12:54.096819,20000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1815.9102893320457,0.0005506879970198497,0.35849788605992217,32.77,0.0032633265906065697,0.8223583008328555
2026-02-03T14:12:54.096819,20000,5,30,16,500,50,100,1,651,C++ AADC,0.02133,124331.7,8e-06,0.02656599371680754,3.06,2.258109465928641e-05,0.005690435854140176
2026-02-03T14:14:13.151940,50000,5,30,16,500,50,100,1,651,AADC Python,0.03864578899811022,1371.1374161508768,0.0007293215021491051,0.5134340868971776,3.06,0.00043641897386260096,0.10997758141337544
2026-02-03T14:14:13.151940,50000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,138.9460689687236,0.00719703700451646,4.6852710899402155,32.77,0.04264898156037246,10.74754335321386
2026-02-03T14:14:13.151940,50000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,207.88270425555004,0.0048104050001711585,3.131573655111424,32.77,0.028506019077222607,7.183516807460097
2026-02-03T14:14:13.151940,50000,5,30,16,500,50,100,1,651,C++ AADC,0.01388,118231.3,8e-06,0.019386156153235225,3.06,1.647823273024994e-05,0.0041525146480229855
2026-02-03T15:14:47.531947,100,5,30,16,500,50,100,1,651,AADC Python,0.039027106991852634,1398.8518302040281,0.0007148719960241579,0.5044087764035794,3.06,0.00042874745994304247,0.1080443599056467
2026-02-03T15:14:47.531947,100,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1299.8044421760321,0.0007693465013289824,0.5008445723651676,32.77,0.004559076843446261,1.1488873645484579
2026-02-03T15:14:47.531947,100,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1809.9727660763851,0.0005524945008801296,0.3596739200729644,32.77,0.0032740317668864013,0.8250560052553731
2026-02-03T15:14:47.531947,100,5,30,16,500,50,100,1,651,C++ AADC,0.02573,78982.7,1.3e-05,0.033972311290953586,3.06,2.887646459731055e-05,0.007276869078522258
2026-02-03T15:14:56.415130,500,5,30,16,500,50,100,1,651,AADC Python,0.03902543699950911,1567.8625862929894,0.0006378109974320978,0.4542403963278048,3.06,0.00038610433687863405,0.09729829289341578
2026-02-03T15:14:56.415130,500,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1305.6125796957915,0.0007659239927306771,0.4986165192676708,32.77,0.004538795371222659,1.1437764335481102
2026-02-03T15:14:56.415130,500,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1921.454731704285,0.0005204390108701773,0.3388057960764854,32.77,0.0030840738715073412,0.77718661561985
2026-02-03T15:14:56.415130,500,5,30,16,500,50,100,1,651,C++ AADC,0.02582,94162.0,1.1e-05,0.03273361695800854,3.06,2.7823574414307258e-05,0.007011540752405429
2026-02-03T15:15:06.228726,1000,5,30,16,500,50,100,1,651,AADC Python,0.038341599007253535,1502.0495522969736,0.0006657569974777289,0.47174940436525503,3.06,0.00040098699371046676,0.10104872241503762
2026-02-03T15:15:06.228726,1000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1336.8653291686314,0.0007480185013264418,0.48696004436351364,32.77,0.004432689070497873,1.117037645765464
2026-02-03T15:15:06.228726,1000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1937.7666974577094,0.00051605799671961,0.3359537558644661,32.77,0.003058112383244043,0.7706443205774988
2026-02-03T15:15:06.228726,1000,5,30,16,500,50,100,1,651,C++ AADC,0.02569,93852.7,1.1e-05,0.03262640140347588,3.06,2.7732441192954496e-05,0.006988575180624533
2026-02-03T15:15:17.739460,2000,5,30,16,500,50,100,1,651,AADC Python,0.03881863699643873,1485.506650276106,0.0006731710018357262,0.4770529591914965,3.06,0.00040549501531277207,0.10218474385881857
2026-02-03T15:15:17.739460,2000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1318.6288606957974,0.0007583635015180334,0.4936946394882398,32.77,0.004493992593341561,1.1324861335220735
2026-02-03T15:15:17.739460,2000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1900.80099196456,0.0005260940015432425,0.34248719500465086,32.77,0.0031175848278617805,0.7856313766211687
2026-02-03T15:15:17.739460,2000,5,30,16,500,50,100,1,651,C++ AADC,0.0257,80880.0,1.2e-05,0.03374896142433234,3.06,2.8686617210682492e-05,0.007229027537091988
2026-02-03T15:15:33.309954,5000,5,30,16,500,50,100,1,651,AADC Python,0.03941166299046017,1556.2773312756738,0.0006425589963328093,0.45771756960311905,3.06,0.0003890599341626512,0.0980431034089881
2026-02-03T15:15:33.309954,5000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1288.855780797572,0.0007758819992886856,0.5050991815369343,32.77,0.004597805605268151,1.158647012527574
2026-02-03T15:15:33.309954,5000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1874.375560433218,0.0005335110108717345,0.34731566807749914,32.77,0.0031615373452499023,0.7967074110029754
2026-02-03T15:15:33.309954,5000,5,30,16,500,50,100,1,651,C++ AADC,0.0263,81572.7,1.2e-05,0.03428061116035144,3.06,2.9138519486298726e-05,0.007342906910547279
2026-02-03T15:15:55.657250,10000,5,30,16,500,50,100,1,651,AADC Python,0.038996656992821954,1484.8658719865605,0.0006734615017194301,0.47742009461217094,3.06,0.0004058070804203453,0.10226338426592702
2026-02-03T15:15:55.657250,10000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1292.3227617599046,0.0007738005006103776,0.5037441258973558,32.77,0.0045854708349045425,1.1555386503959446
2026-02-03T15:15:55.657250,10000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1885.9046377319617,0.0005302495046635158,0.3451924275359488,32.77,0.003142209958431401,0.7918369095247131
2026-02-03T15:15:55.657250,10000,5,30,16,500,50,100,1,651,C++ AADC,0.02078,133351.1,7e-06,0.025661849493554982,3.06,2.1812572069521735e-05,0.0054967681615194774
2026-02-03T15:16:32.063141,20000,5,30,16,500,50,100,1,651,AADC Python,0.0391105580056319,1460.4605815138414,0.0006847155018476769,0.4848603497084696,3.06,0.00041213129725219913,0.10385708690755419
2026-02-03T15:16:32.063141,20000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1312.801136651441,0.0007617299925186671,0.49588622512965236,32.77,0.004513942110416308,1.1375134118249095
2026-02-03T15:16:32.063141,20000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1899.3947646925087,0.000526483498106245,0.34274075726716546,32.77,0.003119892948790281,0.7862130230951508
2026-02-03T15:16:32.063141,20000,5,30,16,500,50,100,1,651,C++ AADC,0.02124,85484.7,1.2e-05,0.028855397843122802,3.06,2.452708816665438e-05,0.006180826217996904
2026-02-03T15:17:50.461940,50000,5,30,16,500,50,100,1,651,AADC Python,0.03866246399411466,1581.397704472834,0.0006323519992292859,0.45032361549237976,3.06,0.0003827750731685228,0.09645931843846775
2026-02-03T15:17:50.461940,50000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1322.5107953941094,0.0007561374950455502,0.49224550927465316,32.77,0.004480801483036218,1.129161973725127
2026-02-03T15:17:50.461940,50000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1894.718099078161,0.0005277829986880533,0.3435867321459227,32.77,0.003127593670117191,0.7881536048695321
2026-02-03T15:17:50.461940,50000,5,30,16,500,50,100,1,651,C++ AADC,0.02426,98677.7,1e-05,0.030857235241599675,3.06,2.6228649955359722e-05,0.00660961978875065
2026-02-03T15:17:58.794325,1000,5,20,16,500,50,100,1,651,AADC Python,0.031047372001921758,1603.002095325373,0.0006238295027287677,0.4371603782783495,3.06,0.0003715863215365971,0.09363975302722247
2026-02-03T15:17:58.794325,1000,5,20,16,500,50,100,1,651,GPU (CUDA),0.0,1344.0345283378354,0.0007440285044140182,0.4843625563735258,32.77,0.004409044714544568,1.111079268065231
2026-02-03T15:17:58.794325,1000,5,20,16,500,50,100,1,651,BF GPU (no grad),0.0,1915.4593038102557,0.0005220679959165864,0.3398662653416977,32.77,0.0030937270875687323,0.7796192260673206
2026-02-03T15:17:58.794325,1000,5,20,16,500,50,100,1,651,C++ AADC,0.01918,131181.9,8e-06,0.024142574867416923,3.06,2.0521188637304388e-05,0.005171339536600705
2026-02-03T15:18:08.860702,1000,5,30,16,500,50,100,1,651,AADC Python,0.03846299300494138,1456.7088047981028,0.0006864789975224994,0.48536082039208855,3.06,0.0004125566973332753,0.10396428772798537
2026-02-03T15:18:08.860702,1000,5,30,16,500,50,100,1,651,GPU (CUDA),0.0,1311.6207686118057,0.0007624154968652874,0.4963324884593021,32.77,0.004518004346336481,1.1385370952767933
2026-02-03T15:18:08.860702,1000,5,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1875.5110697002342,0.0005331880020094104,0.3471053893081262,32.77,0.0031596232243409155,0.7962250525339107
2026-02-03T15:18:08.860702,1000,5,30,16,500,50,100,1,651,C++ AADC,0.0265,73931.7,1.4e-05,0.03530542446609505,3.06,3.0009610796180798e-05,0.007562421920637561
2026-02-03T15:18:20.959189,1000,5,66,16,500,50,100,1,651,AADC Python,0.05384057199989911,1188.7086853189198,0.0008412490060436539,0.6014936749343178,3.06,0.0005112696236941702,0.1288399451709309
2026-02-03T15:18:20.959189,1000,5,66,16,500,50,100,1,651,GPU (CUDA),0.0,769.3236781282401,0.001299843002925627,0.8461977949045831,32.77,0.007702750483061998,1.9410931217316234
2026-02-03T15:18:20.959189,1000,5,66,16,500,50,100,1,651,BF GPU (no grad),0.0,1114.3942380125022,0.0008973485018941574,0.5841738747330965,32.77,0.00531760496527877,1.34003645125025
2026-02-03T15:18:20.959189,1000,5,66,16,500,50,100,1,651,C++ AADC,0.0414,56513.1,1.7999999999999997e-05,0.05291945301177957,3.06,4.4981535060012635e-05,0.011335346835123184
2026-02-03T15:18:35.114632,1000,5,108,16,500,50,100,1,651,AADC Python,0.0916812409996055,914.0045177198555,0.001094086495868396,0.8039315498099313,3.06,0.0006833418173384416,0.17220213796928727
2026-02-03T15:18:35.114632,1000,5,108,16,500,50,100,1,651,GPU (CUDA),0.0,420.41466272761477,0.002378604003752116,1.5484712064426276,32.77,0.014095389287534697,3.5520381004587436
2026-02-03T15:18:35.114632,1000,5,108,16,500,50,100,1,651,BF GPU (no grad),0.0,629.8317943206291,0.0015877254991210066,1.0336092999277753,32.77,0.009408715766286999,2.3709963731043238
2026-02-03T15:18:35.114632,1000,5,108,16,500,50,100,1,651,C++ AADC,0.02687,64242.6,1.6e-05,0.03700346284241298,3.06,3.145294341605103e-05,0.00792614174084486
2026-02-03T15:18:55.028298,1000,5,129,16,500,50,100,1,651,AADC Python,0.12222534298780374,895.5421753371163,0.001116641993576195,0.8491592808059067,3.06,0.0007217853886850207,0.18188991794862522
2026-02-03T15:18:55.028298,1000,5,129,16,500,50,100,1,651,GPU (CUDA),0.0,341.23601933602407,0.002930522990936879,1.9077704670999083,32.77,0.017366010613017777,4.37623467448048
2026-02-03T15:18:55.028298,1000,5,129,16,500,50,100,1,651,BF GPU (no grad),0.0,502.97762890785515,0.0019881599946529604,1.2942921565190773,32.77,0.011781653880313936,2.968976777839112
2026-02-03T15:18:55.028298,1000,5,129,16,500,50,100,1,651,C++ AADC,0.03065,34804.4,2.9e-05,0.049354531610945745,3.06,4.195135186930388e-05,0.010571740671064579
2026-02-03T15:19:10.345193,5000,3,30,16,500,50,100,1,651,AADC Python,0.038393415001337416,1474.9654208122124,0.0006779819959774613,0.47975969438266475,3.06,0.00040779574022526506,0.10276452653676679
2026-02-03T15:19:10.345193,5000,3,30,16,500,50,100,1,651,GPU (CUDA),0.0,1319.4979705171754,0.0007578639924759045,0.4933694591018139,32.77,0.004491032548546234,1.1317402022336511
2026-02-03T15:19:10.345193,5000,3,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1897.7366690543663,0.0005269434986985289,0.3430402176527423,32.77,0.003122618870133435,0.7868999552736257
2026-02-03T15:19:10.345193,5000,3,30,16,500,50,100,1,651,C++ AADC,0.02487,172265.3,6e-06,0.028649054748692858,3.06,2.435169653638893e-05,0.006136627527170011
2026-02-03T15:19:26.181475,5000,10,30,16,500,50,100,1,651,AADC Python,0.038668132008751854,1326.2713747523137,0.000753993503167294,0.5295179025706602,3.06,0.0004500902171850612,0.11342273473063542
2026-02-03T15:19:26.181475,5000,10,30,16,500,50,100,1,651,GPU (CUDA),0.0,1324.6050614928777,0.0007549420042778365,0.4914672447848716,32.77,0.004473717114333401,1.127376712812017
2026-02-03T15:19:26.181475,5000,10,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1890.3663024126067,0.0005289980035740882,0.34437770032673143,32.77,0.003134793677696386,0.7899680067794892
2026-02-03T15:19:26.181475,5000,10,30,16,500,50,100,1,651,C++ AADC,0.02489,52151.2,1.9e-05,0.037372934237371334,3.06,3.1766994101765635e-05,0.00800528251364494
2026-02-03T15:19:41.707060,5000,25,30,16,500,50,100,1,651,AADC Python,0.038495886998134665,1236.219250010544,0.0008089179973467253,0.5651015032708528,3.06,0.0004803362777802249,0.12104474200061668
2026-02-03T15:19:41.707060,5000,25,30,16,500,50,100,1,651,GPU (CUDA),0.0,1309.6350488145788,0.0007635715010110289,0.4970850471581798,32.77,0.004524854720937098,1.1402633896761487
2026-02-03T15:19:41.707060,5000,25,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1833.5990516442496,0.0005453755002235994,0.3550394506455632,32.77,0.0032318452215708633,0.8144249958358576
2026-02-03T15:19:41.707060,5000,25,30,16,500,50,100,1,651,C++ AADC,0.02225,50627.8,2e-05,0.03510854807042771,3.06,2.9842265859863553e-05,0.007520250996685615
2026-02-03T15:19:57.216841,5000,50,30,16,500,50,100,1,651,AADC Python,0.03895128199656028,1295.0340077822675,0.0007721804940956645,0.5416407836528379,3.06,0.00046039466610491215,0.11601945585843786
2026-02-03T15:19:57.216841,5000,50,30,16,500,50,100,1,651,GPU (CUDA),0.0,1304.6331486038212,0.0007664989971090108,0.49899084711796604,32.77,0.0045422027944599305,1.1446351042039025
2026-02-03T15:19:57.216841,5000,50,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1878.175907681813,0.0005324314915924333,0.3466129010266741,32.77,0.0031551402129566973,0.7950953336650877
2026-02-03T15:19:57.216841,5000,50,30,16,500,50,100,1,651,C++ AADC,0.02188,46812.1,2.1000000000000002e-05,0.035786660884685795,3.06,3.0418661751982925e-05,0.007665502761499697
2026-02-03T15:20:12.895632,5000,100,30,16,500,50,100,1,651,AADC Python,0.03891682099492755,1108.1013814704495,0.0009024445025715977,0.6264081921690376,3.06,0.0005324469633436821,0.13417663476260788
2026-02-03T15:20:12.895632,5000,100,30,16,500,50,100,1,651,GPU (CUDA),0.0,1249.217685301436,0.0008005009949556552,0.5211261477161315,32.77,0.004743695516849342,1.1954112702460342
2026-02-03T15:20:12.895632,5000,100,30,16,500,50,100,1,651,BF GPU (no grad),0.0,1822.8283975165948,0.0005485979927470908,0.3571372932783561,32.77,0.003250941416869925,0.8192372370512211
2026-02-03T15:20:12.895632,5000,100,30,16,500,50,100,1,651,C++ AADC,0.015609999999999999,43654.8,2.3e-05,0.030522449490090434,3.06,2.594408206657687e-05,0.006537908680777371
